package_id,package_title,package_kind,package_folder,relative_path,sheet_or_table,variable_name,variable_label,inferred_type,non_null_sample_count,sample_values,min_value,max_value,source_file_format,confidence,notes
paper-2015-03,Road Network Circuity In Metropolitan Areas,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2015-03-road-network-circuity-in-metropolitan-areas,data/csv_exports/Accessibility_Constrained-1990__1990-10.csv,,0.16666666666666666,,text,64,Area | Atlanta | Austin | Baltimore2 | Boston,,,csv,medium,"Headers inferred from first row. Delimiter `,`; sampled first 69 rows."
paper-2015-03,Road Network Circuity In Metropolitan Areas,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2015-03-road-network-circuity-in-metropolitan-areas,data/csv_exports/Accessibility_Constrained-1990__1990-10.csv,,Network Speed (congested) [km/h],,mixed_numeric_text,52,S_n | 60.37546801014345 | 63.478689145973746 | 60.37745029626894 | 61.541690600746875,,,csv,medium,"Headers inferred from first row. Delimiter `,`; sampled first 69 rows."
paper-2015-03,Road Network Circuity In Metropolitan Areas,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2015-03-road-network-circuity-in-metropolitan-areas,data/csv_exports/Accessibility_Constrained-1990__1990-10.csv,,Network Speed (freeflow) [km/h],,mixed_numeric_text,52,S_f | 63.99799609075206 | 67.92219738619193 | 64.60387181700777 | 67.69585966082157,,,csv,medium,"Headers inferred from first row. Delimiter `,`; sampled first 69 rows."
paper-2015-03,Road Network Circuity In Metropolitan Areas,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2015-03-road-network-circuity-in-metropolitan-areas,data/csv_exports/Accessibility_Constrained-1990__1990-10.csv,,10 min Distance [m],,numeric,51,10062.578001690576 | 10579.781524328957 | 10062.90838271149 | 10256.948433457812 | 12212.766360826596,8019.37129946,12212.7663608,csv,medium,"Headers inferred from first row. Delimiter `,`; sampled first 69 rows."
paper-2015-03,Road Network Circuity In Metropolitan Areas,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2015-03-road-network-circuity-in-metropolitan-areas,data/csv_exports/Accessibility_Constrained-1990__1990-10.csv,,Circuity [ ],,mixed_numeric_text,52,C3 | 1.3522447679465692 | 1.426150653096147 | 1.3415278293817852 | 1.325648879681454,,,csv,medium,"Headers inferred from first row. Delimiter `,`; sampled first 69 rows."
paper-2015-03,Road Network Circuity In Metropolitan Areas,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2015-03-road-network-circuity-in-metropolitan-areas,data/csv_exports/Accessibility_Constrained-1990__1990-10.csv,,Average Airline Speed [km/h],,mixed_numeric_text,52,S_a | 44.648328055153584 | 44.51050736341401 | 45.00648363298778 | 46.4238242448747,,,csv,medium,"Headers inferred from first row. Delimiter `,`; sampled first 69 rows."
paper-2015-03,Road Network Circuity In Metropolitan Areas,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2015-03-road-network-circuity-in-metropolitan-areas,data/csv_exports/Accessibility_Constrained-1990__1990-10.csv,,Airline Radius [km],,mixed_numeric_text,52,R_a | 7.441388009192264 | 7.418417893902334 | 7.501080605497963 | 7.73730404081245,,,csv,medium,"Headers inferred from first row. Delimiter `,`; sampled first 69 rows."
paper-2015-03,Road Network Circuity In Metropolitan Areas,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2015-03-road-network-circuity-in-metropolitan-areas,data/csv_exports/Accessibility_Constrained-1990__1990-10.csv,,Area covered in $A$1$ hrs [km2],,mixed_numeric_text,52,A_X | 173.9633542873298 | 172.89102989655365 | 176.76551276729694 | 188.07418939355966,,,csv,medium,"Headers inferred from first row. Delimiter `,`; sampled first 69 rows."
paper-2015-03,Road Network Circuity In Metropolitan Areas,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2015-03-road-network-circuity-in-metropolitan-areas,data/csv_exports/Accessibility_Constrained-1990__1990-10.csv,,Urbanized area density [people/km2],,mixed_numeric_text,52,D_UA | 964.6739130434783 | 932.8621908127209 | 1296.8393613554904 | 1563.9892556970801,,,csv,medium,"Headers inferred from first row. Delimiter `,`; sampled first 69 rows."
paper-2015-03,Road Network Circuity In Metropolitan Areas,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2015-03-road-network-circuity-in-metropolitan-areas,data/csv_exports/Accessibility_Constrained-1990__1990-10.csv,,Area [km2],,mixed_numeric_text,52,Area | 2944 | 707.5 | 1534.5 | 2308.2,,,csv,medium,"Headers inferred from first row. Delimiter `,`; sampled first 69 rows."
