0.3333333333333333,Network Speed (congested) [km/h],Network Speed (freeflow) [km/h],20 min Distance [m],Circuity [ ],Average Airline Speed [km/h],Airline Radius [km],Area covered in $A$1$ hrs [km2],Urbanized area density [people/km2],Area [km2],Population,Accessibility,"MinPA,P",.,Employment Density,Employment,Employment Accessibility,"Min EA, E"
Area,S_n,S_f,,C3,S_a,R_a,A_X,D_UA,Area,Pop,A_P,MinA_P,.,D_Emp,Emp,A_E,MinA_E
Atlanta,52.31679,68.53499,17438.93,1.3157020332333682,39.763402866704,13.254467622234666,551.9178623545162,757.4179384746532,5083.058909,3850000,418032.489511895,418032.489511895,.,418.87926898310906,2129188,231186.95072177993,231186.95072177993
Austin,53.19888,67.56258,17732.96,1.3828756291035995,38.46975019328694,12.82325006442898,516.5901197298451,1165.1270412957495,823.944485,960000,601893.1177634514,601893.1177634514,.,704.5195526735032,580485,363947.84006762196,363947.84006762196
Baltimore2,57.5626,71.37762,19187.533333333333,1.2950188214707048,44.44923814669218,14.81641271556406,689.6615382884306,1249.8156960132164,1768.260718,2210000,861949.8154895004,861949.8154895004,.,601.542515293268,1063684,414860.736443047,414860.736443047
Boston,60.28802,74.15427,20096.006666666668,1.2591049144229887,47.88164934423138,15.960549781410458,800.2866401007608,876.2031495148894,4496.67409,3940000,701213.6745709755,701213.6745709755,.,683.9123624367448,3075331,547325.9266578763,547325.9266578763
Buffalo,60.07548,64.28076,20025.16,1.2378136642204387,48.53354082000288,16.177846940000958,822.2262109163045,1174.0141455753533,949.73302,1115000,965305.2024785654,965305.2024785654,.,500.80074082293146,475627,411771.49555091717,411771.49555091717
Charlotte,54.73937,66.78204,18246.45666666667,1.3093507911063191,41.806497060843924,13.935499020281307,610.0914277985453,767.9222461130181,1126.416124,865000,468502.7795693571,468502.7795693571,.,720.4326915334532,811507,439529.8094103934,439529.8094103934
Chicago,47.50277,64.12874,15834.256666666664,1.2746829975191114,37.26634001744248,12.422113339147494,484.77570602858634,1482.3418622036777,5498.056965,8150000,718603.3228255173,718603.3228255173,.,762.0490341718386,4189789,369422.8585690554,369422.8585690554
Cincinnati,59.70134,70.44758,19900.446666666667,1.3361363092522838,44.68207291919902,14.894024306399674,696.9056559919081,885.1262145409509,1739.864863,1540000,616849.4651802958,616849.4651802958,.,537.3710452361724,934953,374496.9207913721,374496.9207913721
Cleveland,62.77554,69.05309,20925.179999999997,1.2240351976160513,51.28573109847049,17.09524369949016,918.1221502376328,1065.2097286959158,1675.72634,1785000,977992.6465643398,977992.6465643398,.,643.1097812784873,1077676,590453.3352262585,590453.3352262585
Columbus,60.79675,71.13219,20265.583333333332,1.2660300919887804,48.02156787955621,16.0071892931854,804.9706282761298,1106.7339674828359,1030.05784,1140000,890888.3371391922,890888.3371391922,.,750.9364716839591,773508,604481.8034068967,604481.8034068967
Dallas-Fort Worth,56.96404,70.06577,18988.013333333332,1.3124304425407802,43.40347355073638,14.467824516912126,657.5917222103003,1122.3258612680775,3644.217906,4090000,738032.1959924336,738032.1959924336,.,713.7561658202335,2601083,469360.146319948,469360.146319948
Denver,50.87279,67.15208,16957.596666666668,1.3645121928036035,37.282766887904394,12.427588962634797,485.2031750437886,1567.4515055293143,1291.905997,2025000,760532.4472099899,760532.4472099899,.,836.3681277965303,1080509,405808.47111230565,405808.47111230565
Detroit,50.51411,65.16321,16838.036666666667,1.2666607420839804,39.87974705594127,13.29324901864709,555.1523127048904,1233.4944074099687,3267.140877,4030000,684777.2729821925,684777.2729821925,.,597.8523955763907,1953268,331899.14006039227,331899.14006039227
Grand Rapids,56.83914564234036,63.091451662997805,18946.381880780118,1.2972507514545506,43.81508014438158,14.60502671479386,670.1230926163568,832.6530183104809,666.544152,555000,557980.0157065634,555000,.,796.5938916526567,530965,533815.9622335773,530965
Hampton Roads,54.51603,64.32891,18172.010000000002,1.377269846196501,39.582678841443226,13.194226280481075,546.9123476737385,1114.0347356616915,1364.40988,1520000,609279.3526708283,609279.3526708283,.,420.4264483924728,573634,229936.41591445918,229936.41591445918
Hartford,68.56857,75.42543,22856.19,1.266832084369867,54.12601310465434,18.042004368218112,1022.6321448113966,715.700947685785,1215.591516,870000,731898.7951754634,731898.7951754634,.,467.1972389777686,567921,477770.91454579815,477770.91454579815
Honolulu,58.40320294694695,68.9157794773974,19467.734315648984,1.3789645464267373,42.35294018130135,14.11764672710045,626.1443887298258,1753.595502073632,399.179856,700000,1098003.983725266,700000,.,802.7985259857402,320461,502667.79232654645,320461
