1.1666666666666667,Network Speed (congested) [km/h],Network Speed (freeflow) [km/h],70 min Distance [m],Circuity [ ],Average Airline Speed [km/h],Airline Radius [km],Area covered in $A$1$ hrs [km2],Urbanized area density [people/km2],Area [km2],Population,Accessibility,"MinPA,P",.,Employment Density,Employment,Employment Accessibility,"Min EA, E"
Area,S_n,S_f,,C3,S_a,R_a,A_X,D_UA,Area,Pop,A_P,MinA_P,.,D_Emp,Emp,A_E,MinA_E
Atlanta,60.37546801014345,63.99799609075206,70438.04601183403,1.2025352150152295,50.206819107063595,58.5746222915742,10778.761595295051,964.6739130434783,2944,2840000,10397990.12589604,2840000,.,503.32235054347825,1481781,5425191.622091676,1481781
Austin,63.478689145973746,67.92219738619193,74058.4706703027,1.2773678081599549,49.69491851952543,57.97740493944634,10560.085091330437,932.8621908127209,707.5,660000,9851104.113467263,660000,.,571.0473498233216,404016,6030308.605313015,404016
Baltimore2,60.37745029626894,64.60387181700777,70440.35867898042,1.2079050813012584,49.98526062265191,58.316137393093896,10683.839956157108,1296.8393613554904,1534.5,1990000,13855224.185567053,1990000,.,776.6783968719452,1191813,8297907.689584536,1191813
Boston,61.541690600746875,67.69585966082157,71798.6390342047,1.1866052347068958,51.86366012951926,60.507603484439144,11501.9050250804,1563.9892556970801,2308.2,3610000,17988855.879274,3610000,.,927.8732345550646,2141717,10672309.819166502,2141717
Buffalo,73.27659816495958,76.20766209155798,85489.3645257862,1.1614956058387502,63.088140666743534,73.60283077786747,17019.190837784492,1440.1622718052738,739.5,1065000,24510396.541231215,1065000,.,718.2177146720758,531122,12223484.349081509,531122
Charlotte,66.90817657705539,71.59174893744927,78059.53933989795,1.21774889719031,54.944148774374916,64.10150690343741,12908.814226771814,862.4820316243412,626.1,540000,11133620.320167353,540000,.,966.0693180003194,604856,12470809.356250267,604856
Chicago,59.830534500000006,64.61697726000001,69802.29025000002,1.1815739484059185,50.63630133409627,59.075684889778984,10963.959011883744,1830.0112091232515,4103.8,7510000,20064167.88811514,7510000,.,936.0439105219552,3841337,10262747.068286093,3841337
Cincinnati,67.51882116890982,74.2707032858008,78771.9580303948,1.2731009316004391,53.03493186830886,61.874087179693674,12027.28168521235,860.24750980984,1325.2,1140000,10346439.119485421,1140000,.,613.3157259281618,812766,7376520.997708498,812766
Cleveland,70.27014784368207,77.29716262805029,81981.83915096242,1.1559276711164435,60.79112871812491,70.92298350447906,15802.429668402663,1068.6095931997572,1647,1760000,16886627.939519543,1760000,.,754.1584699453551,1242099,11917536.180141639,1242099
Columbus,67.72593293272408,77.20756354330544,79013.58842151143,1.1786599793271293,57.46011073642061,67.03679585915738,14118.10375398634,973.9169371991493,893.3,870000,13749860.367142187,870000,.,758.8257024515841,677859,10713179.99840303,677859
Dallas-Fort Worth,66.03146949483623,76.59650461401002,77036.71441064228,1.2086201083246289,54.63376708697,63.73939493479834,12763.381355703183,869.5652173913044,3737.5,3250000,11098592.48322016,3250000,.,528.8577926421405,1976606,6750013.690427035,1976606
Denver,65.00214079321759,76.05250472806458,75835.83092542052,1.3199025271396674,49.24768265584152,57.455629765148444,10370.866677397958,1329.5186805789297,1188.4,1580000,13788260.981394121,1580000,.,811.9421070346684,964912,8420543.341822129,964912
Detroit,59.74012668400049,69.89594822028057,69696.81446466724,1.185799672832205,50.3796113734077,58.77621326897565,10853.081843161523,1369.2488100986411,2899.4,3970000,14860569.39965208,3970000,.,717.3484169138442,2079880,7785441.078828304,2079880
Grand Rapids,70.9393812037455,83.70846982041968,82762.61140436975,1.224997316832088,57.90982578410762,67.56146341479223,14339.960952745143,1190.58976132826,578.2,688399,17073010.68818541,688399,.,583.4226911103424,337335,8366258.609467801,337335
Hampton Roads,64.89864925681238,85.66621701899234,75715.09079961444,1.3587189631498593,47.76458636181882,55.725350755455295,9755.633901441337,770.8418174413869,1718.9,1325000,7520050.566879848,1325000,.,406.65483739600904,698999,3967175.7178856204,698999
Hartford,70.55011752171079,84.66014102605294,82308.47044199592,1.210475812342615,58.2829634449087,67.99679068572682,14525.353261849117,1320.2112337974077,624.9,825000,19176534.551169023,825000,.,899.2942870859338,561969,13062567.206285944,561969
Honolulu,61.85177096411715,73.60360744729941,72160.39945813669,1.4767113172087425,41.88480865781434,48.8656101007834,7501.645265089416,2328.0373051224947,359.2,836231,17464110.026923686,836231,.,1218.034521158129,437518,9137262.898361333,437518
Houston,61.86592987183512,73.62045654748378,72176.91818380765,1.2522801836640733,49.402626248400956,57.63639728980112,10436.227201029227,951.0379431344899,3049.3,2900000,9925248.05135105,2900000,.,577.114747647001,1759796,6022900.627508749,1759796
Indianapolis,66.18181659192213,78.0945435784681,77212.11935724248,1.1756537398215856,56.293629961119095,65.67590162130561,13550.70715988042,778.1620553359684,1214.4,945000,10544646.13478837,945000,.,514.6335638998682,624971,6973648.719052722,624971
