0.3333333333333333,Network Speed (congested) [km/h],Network Speed (freeflow) [km/h],20 min Distance [m],Circuity [ ],Average Airline Speed [km/h],Airline Radius [km],Area covered in $A$1$ hrs [km2],Urbanized area density [people/km2],Area [km2],Population,Accessibility,"MinPA,P",.,Employment Density,Employment,Employment Accessibility,"Min EA, E"
Area,S_n,S_f,,C3,S_a,R_a,A_X,D_UA,Area,Pop,A_P,MinA_P,.,D_Emp,Emp,A_E,MinA_E
Atlanta,60.37546801014345,63.99799609075206,20125.15600338115,1.2915585796126512,46.746209551138236,15.582069850379412,762.781526307703,964.6739130434783,2944,2840000,735835.4397805287,735835.4397805287,.,503.32235054347825,1481781,383924.99077233503,383924.99077233503
Austin,63.478689145973746,67.92219738619193,21159.563048657914,1.4003139436062155,45.33175537943846,15.110585126479487,717.3191684431268,932.8621908127209,707.5,660000,669159.9309858144,660000,.,571.0473498233216,404016,409623.2101169164,404016
Baltimore2,60.37745029626894,64.60387181700777,20125.81676542298,1.294272678161559,46.649714017012,15.549904672337334,759.6356437989001,1296.8393613554904,1534.5,1990000,985125.4031670324,985125.4031670324,.,776.6783968719452,1191813,589992.5940325178,589992.5940325178
Boston,61.541690600746875,67.69585966082157,20513.896866915624,1.2559543526404895,48.99994213273997,16.333314044246656,838.1051272593812,1563.9892556970801,2308.2,3610000,1310787.4141783062,1310787.4141783062,.,927.8732345550646,2141717,777655.3153273461,777655.3153273461
Buffalo,73.27659816495958,76.20766209155798,24425.53272165319,1.2113826246289119,60.49005217274494,20.16335072424831,1277.24814740532,1440.1622718052738,739.5,1065000,1839444.593626323,1065000,.,718.2177146720758,531122,917342.2454985915,531122
Charlotte,66.90817657705539,71.59174893744927,22302.725525685128,1.2900410771009638,51.86515202090645,17.288384006968815,938.9850411364175,862.4820316243412,626.1,540000,809857.725944203,540000,.,966.0693180003194,604856,907124.6383031608,604856
Chicago,59.830534500000006,64.61697726000001,19943.5115,1.2599015853713202,47.488260348816574,15.82942011627219,787.1905714947364,1830.0112091232515,4103.8,7510000,1440567.569551506,1440567.569551506,.,936.0439105219552,3841337,736844.9408679459,736844.9408679459
Cincinnati,67.51882116890982,74.2707032858008,22506.27372296994,1.3333596227484068,50.63811744181639,16.87937248060546,895.081264219715,860.24750980984,1325.2,1140000,769991.4286224532,769991.4286224532,.,613.3157259281618,812766,548967.4153296113,548967.4153296113
Cleveland,70.27014784368207,77.29716262805029,23423.382614560687,1.2159000774329085,57.792699538305165,19.264233179435053,1165.8785859304687,1068.6095931997572,1647,1760000,1245869.0414314664,1245869.0414314664,.,754.1584699453551,1242099,879257.2105073766,879257.2105073766
Columbus,67.72593293272408,77.20756354330544,22575.310977574693,1.2574617832246402,53.85923758179546,17.95307919393182,1012.5763180270359,973.9169371991493,893.3,870000,986165.2263332825,870000,.,758.8257024515841,677859,768368.9358127041,677859
Dallas-Fort Worth,66.03146949483623,76.59650461401002,22010.489831612078,1.316741812098526,50.14762111153754,16.715873703845844,877.825181721151,869.5652173913044,3737.5,3250000,763326.2449749139,763326.2449749139,.,528.8577926421405,1976606,464244.6879307337,464244.6879307337
Denver,65.00214079321759,76.05250472806458,21667.380264405863,1.3695766278756532,47.461485155483594,15.820495051827864,786.3031421537273,1329.5186805789297,1188.4,1580000,1045404.7160912901,1045404.7160912901,.,811.9421070346684,964912,638432.6300082777,638432.6300082777
