0.6666666666666666,Network Speed (congested) [km/h],Network Speed (freeflow) [km/h],40 min Distance [m],Circuity [ ],Average Airline Speed [km/h],Airline Radius [km],Area covered in $A$1$ hrs [km2],Urbanized area density [people/km2],Area [km2],Population,Accessibility,"MinPA,P",.,Employment Density,Employment,Employment Accessibility,"Min EA, E"
Area,S_n,S_f,,C3,S_a,R_a,A_X,D_UA,Area,Pop,A_P,MinA_P,.,D_Emp,Emp,A_E,MinA_E
Atlanta,60.37546801014345,63.99799609075206,40250.3120067623,1.240893079467488,48.65485109809198,32.43656739872799,3305.366720544544,964.6739130434783,2944,2840000,3188601.0483513945,2840000,.,503.32235054347825,1481781,1663664.9471926682,1481781
Austin,63.478689145973746,67.92219738619193,42319.12609731583,1.3288131567869899,47.77096676214612,31.847311174764076,3186.364210116392,932.8621908127209,707.5,660000,2972438.6977764224,660000,.,571.0473498233216,404016,1819564.837758847,404016
Baltimore2,60.37745029626894,64.60387181700777,40251.63353084596,1.2365714332480808,48.826496127018345,32.55099741801223,3328.7292632050057,1296.8393613554904,1534.5,1990000,4316827.131820112,1990000,.,776.6783968719452,1191813,2585352.1077667954,1191813
Boston,61.541690600746875,67.69585966082157,41027.79373383125,1.207197605080799,50.97897008885121,33.98598005923414,3628.686668939153,1563.9892556970801,2308.2,3610000,5675226.962512063,3610000,.,927.8732345550646,2141717,3366961.236695415,2141717
Buffalo,73.27659816495958,76.20766209155798,48851.06544330638,1.1790012375949392,62.151417512026974,41.434278341351316,5393.4844508012,1440.1622718052738,739.5,1065000,7767492.819612276,1065000,.,718.2177146720758,531122,3873696.0763738137,531122
Charlotte,66.90817657705539,71.59174893744927,44605.451051370255,1.2387012717627792,54.01477991690382,36.009853277935875,4073.7331430220015,862.4820316243412,626.1,540000,3513521.6374890287,540000,.,966.0693180003194,604856,3935508.5991945625,604856
Chicago,59.830534500000006,64.61697726000001,39887.023,1.2103694059250167,49.431631539195195,32.95442102613013,3411.750348653637,1830.0112091232515,4103.8,7510000,6243541.380766317,6243541.380766317,.,936.0439105219552,3841337,3193548.138078395,3193548.138078395
Cincinnati,67.51882116890982,74.2707032858008,45012.54744593988,1.2903500317173222,52.32597319275396,34.88398212850264,3822.9796244501917,860.24750980984,1325.2,1140000,3288708.701987035,1140000,.,613.3157259281618,812766,2344693.5235782405,812766
Cleveland,70.27014784368207,77.29716262805029,46846.765229121374,1.173938239626513,59.858470805106776,39.90564720340451,5002.862769405493,1068.6095931997572,1647,1760000,5346107.148848615,1760000,.,754.1584699453551,1242099,3772951.3315214287,1242099
