0.16666666666666666,Network Speed (congested) [km/h],Network Speed (freeflow) [km/h],10 min Distance [m],Circuity [ ],Average Airline Speed [km/h],Airline Radius [km],Area covered in $A$1$ hrs [km2],Urbanized area density [people/km2],Area [km2],Population,Accessibility,"MinPA,P",.,Employment Density,Employment,Employment Accessibility,"Min EA, E"
Area,S_n,S_f,,C3,S_a,R_a,A_X,D_UA,Area,Pop,A_P,MinA_P,.,D_Emp,Emp,A_E,MinA_E
Atlanta,52.31679,68.53499,8719.465,1.3794149811619634,37.92679557237406,6.321132595395676,125.52772949534734,757.4179384746532,5083.058909,3850000,95076.9540957699,95076.9540957699,.,418.87926898310906,2129188,52580.963568120555,52580.963568120555
Austin,53.19888,67.56258,8866.48,1.3965836559136842,38.09215421842797,6.348692369737995,126.62470301753994,1165.1270412957495,823.944485,960000,147533.86558177928,147533.86558177928,.,704.5195526735032,580485,89209.57912733243,89209.57912733243
Baltimore2,57.5626,71.37762,9593.766666666666,1.3553895308629194,42.46941465111681,7.078235775186134,157.39825831295897,1249.8156960132164,1768.260718,2210000,196718.81376467884,196718.81376467884,.,601.542515293268,1063684,94681.74420835687,94681.74420835687
Boston,60.28802,74.15427,10048.003333333334,1.3218966779948818,45.607210460236466,7.601201743372744,181.5157821082941,876.2031495148894,4496.67409,3940000,159044.6999699457,159044.6999699457,.,683.9123624367448,3075331,124140.88736123685,124140.88736123685
Buffalo,60.07548,64.28076,10012.58,1.2781328461764727,47.00253199791826,7.833755332986376,192.79238654139397,1174.0141455753533,949.73302,1115000,226340.98895882786,226340.98895882786,.,500.80074082293146,475627,96550.57000495106,96550.57000495106
Charlotte,54.73937,66.78204,9123.228333333334,1.3850358656052615,39.521987379062466,6.586997896510411,136.30912256234552,767.9222461130181,1126.416124,865000,104674.80756377104,104674.80756377104,.,720.4326915334532,811507,98201.54804815393,98201.54804815393
Chicago,47.50277,64.12874,7917.128333333332,1.3268247325815479,35.801842423886555,5.966973737314426,111.8557014004964,1482.3418622036777,5498.056965,8150000,165808.38871211035,165808.38871211035,.,762.0490341718386,4189789,85239.52921886185,85239.52921886185
Cincinnati,59.70134,70.44758,9950.223333333333,1.4218194575187977,41.9893958296113,6.998232638268549,153.86031721003187,885.1262145409509,1739.864863,1540000,136185.80014018543,136185.80014018543,.,537.3710452361724,934953,82680.07947952388,82680.07947952388
Cleveland,62.77554,69.05309,10462.589999999998,1.2874615484699874,48.75915717607421,8.126526196012367,207.47212349020097,1065.2097286959158,1675.72634,1785000,221001.3243749625,221001.3243749625,.,643.1097812784873,1077676,133427.35195916644,133427.35195916644
Columbus,60.79675,71.13219,10132.791666666666,1.3211732291308345,46.017243355738145,7.669540559289691,184.79429934081955,1106.7339674828359,1030.05784,1140000,204518.12807767602,204518.12807767602,.,750.9364716839591,773508,138768.7791343044,138768.7791343044
Dallas-Fort Worth,56.96404,70.06577,9494.006666666666,1.3489383096006093,42.22879548647839,7.038132581079731,155.61976670826544,1122.3258612680775,3644.217906,4090000,174656.0887011913,174656.0887011913,.,713.7561658202335,2601083,111074.56801153076,111074.56801153076
Denver,50.87279,67.15208,8478.798333333334,1.359087374496782,37.431581629427065,6.238596938237844,122.2710743433156,1567.4515055293143,1291.905997,2025000,191653.97956211676,191653.97956211676,.,836.3681277965303,1080509,102263.62953218924,102263.62953218924
Detroit,50.51411,65.16321,8419.018333333333,1.3076805956202735,38.628783029421335,6.4381305049035555,130.21752134408086,1233.4944074099687,3267.140877,4030000,160622.584324712,160622.584324712,.,597.8523955763907,1953268,77850.85708157854,77850.85708157854
Grand Rapids,56.83914564234036,63.091451662997805,9473.190940390059,1.333044375428845,42.638599802092116,7.1064333003486855,158.6548091790823,832.6530183104809,666.544152,555000,132104.40573243625,132104.40573243625,.,796.5938916526567,530965,126383.4518733748,126383.4518733748
Hampton Roads,54.51603,64.32891,9086.005000000001,1.4488158168802765,37.627992022746504,6.271332003791084,123.55759845632176,1114.0347356616915,1364.40988,1520000,137647.45653528182,137647.45653528182,.,420.4264483924728,573634,51946.88229089464,51946.88229089464
Hartford,68.56857,75.42543,11428.095,1.3193656310596753,51.97086265232463,8.661810442054104,235.70414677839224,715.700947685785,1215.591516,870000,168693.6812227647,168693.6812227647,.,467.1972389777686,567921,110120.32659047557,110120.32659047557
Honolulu,58.40320294694695,68.9157794773974,9733.867157824492,1.3897112960764897,42.02542147554972,7.00423691259162,154.12444557057944,1753.595502073632,399.179856,700000,270271.9345121604,270271.9345121604,.,802.7985259857402,320461,123730.87772243061,123730.87772243061
Houston,53.7673,68.82214,8961.216666666665,1.3702791459157309,39.238209353371104,6.5397015588951835,134.35868107069166,1082.0570893248787,3354.721332,3630000,145383.7633648823,145383.7633648823,.,557.6558571810459,1870780,74925.90546219132,74925.90546219132
Indianapolis,53.33619,65.07016,8889.365,1.3488678199601605,39.54145040065921,6.590241733443201,136.44340936410447,719.244812499162,1432.0576,1030000,98136.21438483172,98136.21438483172,.,568.0393023297387,813465,77505.21906267684,77505.21906267684
Inland Empire2,57.81975,71.69648,9636.624999999998,1.3681548557259369,42.26111522245857,7.043519203743095,155.858064505268,1434.3253447427585,1136.422783,1630000,223551.1721024576,223551.1721024576,.,772.155410052176,877495,120346.64770800371,120346.64770800371
Jacksonville,54.3979,63.64554,9066.316666666666,1.42088741554895,38.28445477433112,6.380742462388519,127.9064086241415,837.0706791340551,1063.231603,890000,107066.70433260809,107066.70433260809,.,467.6516373262844,497222,59815.64141760456,59815.64141760456
Kansas City,63.34106,69.04175,10556.843333333332,1.3468144074036565,47.030280973981235,7.838380162330205,193.02009216809685,941.4472355544217,1513.627048,1425000,181718.23217811447,181718.23217811447,.,588.9244653614303,891412,113674.25458411044,113674.25458411044
Las Vegas,50.76474,64.47121,8460.789999999999,1.3370217985664918,37.96852082324177,6.328086803873628,125.80408066319978,1755.5750317549087,740.498114,1300000,220858.50290519404,220858.50290519404,.,934.3372885349443,691875,117543.4436134855,117543.4436134855
Los Angeles2,47.96656,70.9905,7994.426666666666,1.3204750649321098,36.32522966457237,6.054204944095394,115.15004433115726,2881.990935894984,4319.930311,12450000,331861.38403030083,331861.38403030083,.,1226.6024260871461,5298837,141243.32374063993,141243.32374063993
Louisville,57.96375,68.97688,9660.625,1.4104777673151672,41.09511779851271,6.849186299752118,147.3763618564637,848.5822084326122,1013.455139,860000,125060.95861492175,125060.95861492175,.,509.17497987051996,516026,75040.35608165537,75040.35608165537
Memphis,57.32139,64.77317,9553.564999999999,1.3956795616705349,41.0705949805485,6.8450991634247496,147.2005256225819,946.3821075160068,1035.522536,980000,139307.94366616302,139307.94366616302,.,519.0287814267327,537466,76401.30943926323,76401.30943926323
Milwaukee,57.25628,65.84471,9542.713333333331,1.2891527648949177,44.41388294634508,7.402313824390847,172.1412131168615,1109.84168212254,1261.441179,1400000,191049.49352823224,191049.49352823224,.,619.6594918675951,781664,106668.93664946579,106668.93664946579
