0.6666666666666666,Network Speed (congested) [km/h],Network Speed (freeflow) [km/h],40 min Distance [m],Circuity [ ],Average Airline Speed [km/h],Airline Radius [km],Area covered in $A$1$ hrs [km2],Urbanized area density [people/km2],Area [km2],Population,Accessibility,"MinPA,P",.,Employment Density,Employment,Employment Accessibility,"Min EA, E"
Area,S_n,S_f,,C3,S_a,R_a,A_X,D_UA,Area,Pop,A_P,MinA_P,.,D_Emp,Emp,A_E,MinA_E
Atlanta,52.31679,68.53499,34877.86,1.2522182557617958,41.779290278892084,27.852860185928055,2437.190468187103,757.4179384746532,5083.058909,3850000,1845971.7800843501,1845971.7800843501,.,418.87926898310906,2129188,1020888.561686815,1020888.561686815
Austin,53.19888,67.56258,35465.92,1.334054325329762,39.87759642910335,26.5850642860689,2220.3697521550835,1165.1270412957495,823.944485,960000,2587012.8399110287,960000,.,704.5195526735032,580485,1564293.9045580765,580485
Baltimore2,57.5626,71.37762,38375.066666666666,1.241973035714903,46.347705098819546,30.898470065879696,2999.327051566395,1249.8156960132164,1768.260718,2210000,3748606.026524722,2210000,.,601.542515293268,1063684,1804222.7387863905,1063684
Boston,60.28802,74.15427,40192.013333333336,1.2083036736912636,49.89475850538905,33.26317233692603,3475.9794839585616,876.2031495148894,4496.67409,3940000,3045664.171493632,3045664.171493632,.,683.9123624367448,3075331,2377265.340655757,2377265.340655757
Buffalo,60.07548,64.28076,40050.32,1.2012191507795758,50.01208976814246,33.341393178761635,3492.3467581491077,1174.0141455753533,949.73302,1115000,4100064.4953212794,1115000,.,500.80074082293146,475627,1748969.843691636,475627
Charlotte,54.73937,66.78204,36492.91333333334,1.2496185258545462,43.804864338552214,29.20324289236814,2679.242563450356,767.9222461130181,1126.416124,865000,2057449.9672063978,865000,.,720.4326915334532,811507,1930213.9312575287,811507
Chicago,47.50277,64.12874,31668.51333333333,1.2250744060553518,38.77541622386462,25.85027748257641,2099.3279660197545,1482.3418622036777,5498.056965,8150000,3111921.726525982,3111921.726525982,.,762.0490341718386,4189789,1599790.8489152843,1599790.8489152843
Cincinnati,59.70134,70.44758,39800.89333333333,1.2926910343618965,46.183765813360054,30.7891772089067,2978.1463735440007,885.1262145409509,1739.864863,1540000,2636035.425963862,1540000,.,537.3710452361724,934953,1600369.629617656,934953
Cleveland,62.77554,69.05309,41850.35999999999,1.1805955763627878,53.17277250301128,35.44851500200752,3947.716581828057,1065.2097286959158,1675.72634,1785000,4205146.109097432,1785000,.,643.1097812784873,1077676,2538815.147488899,1077676
Columbus,60.79675,71.13219,40531.166666666664,1.2124553551766681,50.14349579176154,33.42899719450769,3510.7230467393165,1106.7339674828359,1030.05784,1140000,3885436.446251233,1140000,.,750.9364716839591,773508,2636329.977777981,773508
Dallas-Fort Worth,56.96404,70.06577,37976.026666666665,1.257963380365598,45.28274899659218,30.188499331061454,2863.0763021142584,1122.3258612680775,3644.217906,4090000,3213304.5766466074,3213304.5766466074,.,713.7561658202335,2601083,2043538.3638478455,2043538.3638478455
Denver,50.87279,67.15208,33915.193333333336,1.3442031119981503,37.84605878822724,25.23070585881816,1999.9018119300185,1567.4515055293143,1291.905997,2025000,3134749.106020511,2025000,.,836.3681277965303,1080509,1672654.1342207983,1080509
Detroit,50.51411,65.16321,33676.073333333334,1.2233122234408498,41.29290056296285,27.528600375308564,2380.773804134612,1233.4944074099687,3267.140877,4030000,2936671.1727082003,2936671.1727082003,.,597.8523955763907,1953268,1423351.3221273944,1423351.3221273944
Grand Rapids,56.83914564234036,63.091451662997805,37892.763761560236,1.2540828830470812,45.323276803074336,30.215517868716223,2868.2034699593346,832.6530183104809,666.544152,555000,2388218.2763902345,555000,.,796.5938916526567,530965,2284793.3641865603,530965
Hampton Roads,54.51603,64.32891,36344.020000000004,1.3104065938842495,41.60237765471401,27.734918436476008,2416.593810202393,1114.0347356616915,1364.40988,1520000,2692169.4465505024,1520000,.,420.4264483924728,573634,1015999.9528306256,573634
Hartford,68.56857,75.42543,45712.38,1.2353693886062498,55.50450790865023,37.003005272433484,4301.539030431361,715.700947685785,1215.591516,870000,3078615.560587118,870000,.,467.1972389777686,567921,2009667.15837264,567921
Honolulu,58.40320294694695,68.9157794773974,38935.46863129797,1.4385434202611773,40.59884611362197,27.06589740908131,2301.4139188122354,1753.595502073632,399.179856,700000,4035749.0964387865,700000,.,802.7985259857402,320461,1847571.7017055284,320461
Houston,53.7673,68.82214,35844.86666666666,1.302189441127474,41.289921651834845,27.526614434556564,2380.430313720249,1082.0570893248787,3354.721332,3630000,2575761.4966048407,2575761.4966048407,.,557.6558571810459,1870780,1327460.9070574115,1327460.9070574115
Indianapolis,53.33619,65.07016,35557.46,1.2352371312880448,43.178907635640485,28.78593842376032,2603.2187088844407,719.244812499162,1432.0576,1030000,1872351.5521659001,1030000,.,568.0393023297387,813465,1478730.5392064408,813465
Inland Empire2,57.81975,71.69648,38546.49999999999,1.3487422082338905,42.86938574845376,28.57959049896917,2566.0308665912953,1434.3253447427585,1136.422783,1630000,3680523.107344119,1630000,.,772.155410052176,877495,1981374.6159993422,877495
Jacksonville,54.3979,63.64554,36265.26666666666,1.344463241042361,40.46068225548909,26.97378817032606,2285.7764707864512,837.0706791340551,1063.231603,890000,1913356.4627498584,890000,.,467.6516373262844,497222,1068947.1091251797,497222
Kansas City,63.34106,69.04175,42227.37333333333,1.2721274780071143,49.79144079116084,33.19429386077389,3461.5988781422943,941.4472355544217,1513.627048,1425000,3258912.6944253505,1425000,.,588.9244653614303,891412,2038620.2686056776,891412
Las Vegas,50.76474,64.47121,33843.159999999996,1.3380426267568104,37.9395536321927,25.29303575479513,2009.7951256341541,1755.5750317549087,740.498114,1300000,3528346.141506041,1300000,.,934.3372885349443,691875,1877826.5281957632,691875
Los Angeles2,47.96656,70.9905,31977.706666666665,1.243520166690338,38.57320635793489,25.715470905289926,2077.4894924218265,2881.990935894984,4319.930311,12450000,5987305.886576775,5987305.886576775,.,1226.6024260871461,5298837,2548253.6515751663,2548253.6515751663
Louisville,57.96375,68.97688,38642.5,1.3133710009486699,44.13356923377462,29.42237948918308,2719.602665138913,848.5822084326122,1013.455139,860000,2307806.4356427966,860000,.,509.17497987051996,516026,1384753.6322779185,516026
Memphis,57.32139,64.77317,38214.259999999995,1.3040973992371134,43.954838061583864,29.303225374389243,2697.619692674114,946.3821075160068,1035.522536,980000,2552979.0100296107,980000,.,519.0287814267327,537466,1400142.2618414026,537466
Milwaukee,57.25628,65.84471,38170.853333333325,1.194758035210173,47.92290849914886,31.94860566609924,3206.6657314518757,1109.84168212254,1261.441179,1400000,3558891.289399255,1400000,.,619.6594918675951,781664,1987040.8577406993,781664
Minneapolis-St.Paul,55.30265,69.68134,36868.43333333333,1.2497082381994984,44.25244893934332,29.501632626228876,2734.2736289077684,1049.2157487922923,2316.01556,2430000,2868842.9529574825,2430000,.,709.1480853436063,1642398,1939004.9087454583,1642398
Nashville,60.80458,70.53332,40536.386666666665,1.3573621949948915,44.796134903572174,29.86408993571478,2801.8729747322477,761.8615008051859,1115.688349,850000,2134639.149595001,850000,.,568.9509983401288,634772,1594128.4261961386,634772
New Orleans,56.71207,65.21888,37808.04666666666,1.3143268546747766,43.149137368902885,28.76609157926859,2599.6302994782873,2137.0329710580395,512.392656,1095000,5555495.662546585,1095000,.,1056.4398097071867,541312,2746352.9388898783,541312
New York,51.8687,66.91063,34579.13333333333,1.2498430790883075,41.50016979558377,27.666779863722514,2404.73432102487,1980.8358108488483,8683.203275,17200000,4763383.858663353,4763383.858663353,.,908.0231972342027,7884550,2183554.546675822,2183554.546675822
Oklahoma City,59.51772,65.46949,39678.479999999996,1.2786718249910956,46.546517125623275,31.031011417082183,3025.113926279679,970.1899612180936,834.888045,810000,2934935.162817597,810000,.,528.7128048407975,441416,1599416.4689262868,441416
Orlando,45.74069,60.83512,30493.79333333333,1.2956393515451121,35.303566494373634,23.535710996249087,1740.2214513033496,1047.9139885488814,1173.760455,1230000,1823602.401993616,1230000,.,697.0127478012538,818126,1212956.5355556335,818126
Philadelphia,52.86588,66.61101,35243.92,1.2017508186336832,43.990716861008885,29.32714457400592,2702.0254355783277,1099.6163268490113,4660.716538,5125000,2971191.2845232408,2971191.2845232408,.,547.2707853403464,2550674,1478739.5821385428,1478739.5821385428
Phoenix,52.44265,67.12659,34961.76666666666,1.3223138537990862,39.65975993470019,26.43983995646679,2196.177898539855,1401.3597327768193,2069.418674,2900000,3077635.273028168,2900000,.,677.8860254935537,1402830,1488758.3069179673,1402830
Pittsburgh,58.55113,64.40624,39034.08666666667,1.2817842722978614,45.679394938303524,30.452929958869014,2913.453157858617,799.4758065881405,2207.696575,1765000,2329235.313335783,1765000,.,470.4636550881092,1038641,1370673.821574159,1038641
Portland,53.08795,67.95258,35391.96666666666,1.4488770189259779,36.640756466240994,24.427170977493994,1874.546496552107,1295.3047985550368,1227.510314,1590000,2428109.072098477,1590000,.,714.7467438713512,877359,1339826.0046460677,877359
Providence,62.4824,71.22993,41654.933333333334,1.2418056503342398,50.31576397094221,33.5438426472948,3534.886688680459,927.6286640084529,1304.401262,1210000,3279062.216441918,1210000,.,482.44740198664414,629305,1705396.8992710588,629305
Raleigh,61.62895,70.25701,41085.96666666667,1.2359949913684607,49.86181208692931,33.241208057952875,3471.390494337653,954.3449701689278,827.79291,790000,3312904.057763367,790000,.,742.4501860012307,614595,2577334.5182038946,614595
Rochester,62.089397559255026,65.81476141281033,41392.93170617002,1.209979039455994,51.31444060978973,34.20962707319315,3676.6014355307343,869.9136924744846,764.443652,665000,3198325.9305395316,665000,.,595.4448033012118,455184,2189213.218596551,455184
Sacramento,53.29741,67.68771,35531.60666666666,1.4598012095586894,36.51004647140433,24.34003098093622,1861.1960666872424,1538.0035288978304,955.784543,1470000,2862526.1185357403,1470000,.,612.258279636146,585187,1139532.7018554925,585187
Salt Lake City,52.23418,63.7257,34822.78666666667,1.4209858227873893,36.7591141039944,24.5060760693296,1886.676444504194,1539.5789483851775,597.565978,920000,2904687.336372853,920000,.,1022.958171156123,611285,1929991.0852333468,611285
San Antonio,59.60624,71.52749,39737.49333333333,1.3389842253117796,44.516013611826395,29.67734240788426,2766.940929652017,1193.6639046698626,1055.573512,1260000,3302797.5140792863,1260000,.,601.997864455697,635453,1665692.5307255753,635453
San Diego,53.16983,70.71587,35446.55333333333,1.3899334671917452,38.253507275729966,25.502338183819976,2043.1952668488661,1372.086028348845,2026.112024,2780000,2803439.6788318194,2780000,.,533.9102612225552,1081762,1090882.9186519664,1081762
San Francisco1,53.32521,72.52228,35550.14,1.3996972613723737,38.09767402682188,25.398449351214584,2026.582451396893,3692.1786197984,1107.747057,4090000,7482504.398306238,4090000,.,1849.2479732221034,2048499,3747653.4908131864,2048499
San Jose1,50.66389,67.88962,33775.926666666666,1.4076053621420885,35.99296462106388,23.995309747375916,1808.8501641449611,2486.329968574823,673.683711,1675000,4497398.371775105,1675000,.,1548.2013042170763,1042998,2800464.1832625014,1042998
Seattle,58.18665,73.89704,38791.1,1.3923075737424608,41.791520133440685,27.861013422293787,2438.6175315618043,1109.3651265048711,2469.881137,2740000,2705317.2463980573,2705317.2463980573,.,599.9134848245129,1481715,1462959.5415133936,1462959.5415133936
South Florida,59.82909,81.36757,39886.06,1.245572849470862,48.03339284845226,32.02226189896817,3221.4684545928067,1717.595801458869,2890.668454,4965000,5533180.692140795,4965000,.,514.0451157391708,1485934,1655980.124591247,1485934
St. Louis,56.50248,66.67293,37668.31999999999,1.3350915399406345,42.32105313356447,28.214035422376313,2500.8076386150324,957.1610570629796,2146.974101,2055000,2393675.6828879383,2055000,.,568.5308450770176,1220621,1421786.2801568653,1220621
Tampa Bay,47.58084,59.95186,31720.559999999998,1.277407256039223,37.24798005886623,24.831986705910822,1937.1926243173414,962.522066540267,2077.87444,2000000,1864590.6480444905,1864590.6480444905,.,501.91290672982143,1042912,972301.9809666878,972301.9809666878
Washington2,49.55658,67.39695,33037.719999999994,1.297414656129139,38.196408346313106,25.4642722308754,2037.1002862089306,1345.122642374673,2996.00934,4030000,2740149.7197675593,2740149.7197675593,.,760.5570415211055,2278636,1549330.9669608616,1549330.9669608616
,,,,,,,,,,,,,,,,,
