0.16666666666666666,Network Speed (congested) [km/h],Network Speed (freeflow) [km/h],10 min Distance [m],Circuity [ ],Average Airline Speed [km/h],Airline Radius [km],Area covered in $A$1$ hrs [km2],Urbanized area density [people/km2],Area [km2],Population,Accessibility,"MinPA,P",.,Employment Density,Employment,Employment Accessibility,"Min EA, E"
Area,S_n,S_f,,C3,S_a,R_a,A_X,D_UA,Area,Pop,A_P,MinA_P,.,D_Emp,Emp,A_E,MinA_E
Atlanta,60.37546801014345,63.99799609075206,10062.578001690576,1.3522447679465692,44.648328055153584,7.441388009192264,173.9633542873298,964.6739130434783,2944,2840000,167817.90970652737,167817.90970652737,.,503.32235054347825,1481781,87559.6443883267,87559.6443883267
Austin,63.478689145973746,67.92219738619193,10579.781524328957,1.426150653096147,44.51050736341401,7.418417893902334,172.89102989655365,932.8621908127209,707.5,660000,161283.50492116666,161283.50492116666,.,571.0473498233216,404016,98728.96443065163,98728.96443065163
Baltimore2,60.37745029626894,64.60387181700777,10062.90838271149,1.3415278293817852,45.00648363298778,7.501080605497963,176.76551276729694,1296.8393613554904,1534.5,1990000,229236.47468681715,229236.47468681715,.,776.6783968719452,1191813,137289.95507835154,137289.95507835154
Boston,61.541690600746875,67.69585966082157,10256.948433457812,1.325648879681454,46.4238242448747,7.73730404081245,188.07418939355966,1563.9892556970801,2308.2,3610000,294146.01148546505,294146.01148546505,.,927.8732345550646,2141717,174509.00644892405,174509.00644892405
Buffalo,73.27659816495958,76.20766209155798,12212.766360826596,1.2477771132817665,58.72571101439383,9.78761850239897,300.9566466722609,1440.1622718052738,739.5,1065000,433426.4079864203,433426.4079864203,.,718.2177146720758,531122,216152.3949883226,216152.3949883226
Charlotte,66.90817657705539,71.59174893744927,11151.362762842564,1.3646366473808837,49.03003059859981,8.1716717664333,209.78368048476779,862.4820316243412,626.1,540000,180934.65494613416,180934.65494613416,.,966.0693180003194,604856,202665.57713351652,202665.57713351652
Chicago,59.830534500000006,64.61697726000001,9971.75575,1.3161081482175765,45.460196094849294,7.576699349141549,180.3474397717443,1830.0112091232515,4103.8,7510000,330037.8363189726,330037.8363189726,.,936.0439105219552,3841337,168813.12277656634,168813.12277656634
Cincinnati,67.51882116890982,74.2707032858008,11253.13686148497,1.3893578112622955,48.59714367428925,8.099523945714875,206.09566650195146,860.24750980984,1325.2,1140000,177293.283890903,177293.283890903,.,613.3157259281618,812766,126401.7133112927,126401.7133112927
Cleveland,70.27014784368207,77.29716262805029,11711.691307280344,1.2715517925951088,55.26329973572511,9.210549955954185,266.5145952838698,1068.6095931997572,1647,1760000,284800.05324809405,284800.05324809405,.,754.1584699453551,1242099,200994.23939738882,200994.23939738882
Columbus,67.72593293272408,77.20756354330544,11287.655488787346,1.3154052160541856,51.48674500157542,8.581124166929236,231.333348929477,973.9169371991493,893.3,870000,225299.46666141835,225299.46666141835,.,758.8257024515841,677859,175541.6910018878,175541.6910018878
Dallas-Fort Worth,66.03146949483623,76.59650461401002,11005.244915806039,1.3709373164482086,48.165199606579364,8.027533267763227,202.44828439867317,869.5652173913044,3737.5,3250000,176041.98643362886,176041.98643362886,.,528.8577926421405,1976606,107066.35281127057,107066.35281127057
