0.6666666666666666,Network Speed (congested) [km/h],Network Speed (freeflow) [km/h],40 Minute Distance,Circuity [ ],Average Airline Speed [km/h],Airline Radius [km],Area covered in $A$1$ hrs [km2],Urbanized area density [people/km2],Area [km2],Population,Accessibility,"MinPA,P",.,Employment Density,Employment,Employment Accessibility,"Min EA, E",,,,,Accessibility Ratio
Area,S_n,S_f,,C3,S_a,R_a,A_X,D_UA,Area,Pop,A_P,MinA_P,.,D_Emp,Emp,A_E,MinA_E,,,,,R=A_E/A_P
Atlanta,66.68239716375706,79.77374908056166,53182.499387041105,1.2411800167011908,53.72500061754586,35.816667078363906,4030.140741094213,659.0477708935927,6851.428985,4515419,2656055.2718055923,2656055.2718055923,.,292.35463206074525,2003047,1178230.3135156177,1178230.3135156177,,,,,0.44360157938831374
Austin,67.1321892285672,79.51902759368085,53012.6850624539,1.3069706181282645,51.364727177041196,34.243151451360795,3683.8108780692496,1005.7320851324054,1354.651025,1362416,3704926.7956340234,1362416,.,472.8620051795259,640563,1741934.1985059753,640563,,,,,0.4701669680919778
Baltimore2,64.33133072826236,77.15231995448468,51434.87996965645,1.2476796419595966,51.56077615182054,34.373850767880356,3711.9852945135376,1186.6066340855928,1857.113332,2203663,4404666.376097927,2203663,.,570.5683017518718,1059610,2117941.145618511,1059610,,,,,0.4808403099748011
Boston,59.08384417630565,71.20194964854586,47467.96643236391,1.2078231024802963,48.917630450167266,32.61175363344484,3341.1669609106248,861.6700182833223,4852.227548,4181019,2878983.39629549,2878983.39629549,.,598.2297761770178,2902747,1998785.56319561,1998785.56319561,,,,,0.6942678327938716
Buffalo,61.52546201403905,70.65055677780813,47100.37118520542,1.1895929057749248,51.71976204242755,34.47984136161836,3734.912146699479,951.109255078426,984.015238,935906,3552309.509630706,935906,.,463.10664957405874,455704,1729662.650711451,455704,,,,,0.486912147160078
Charlotte,64.0526815140792,75.74245959811465,50494.973065409766,1.2259980336163547,52.24533788618039,34.83022525745359,3811.206136351335,650.5968834128471,1920.454942,1249442,2479558.834354097,1249442,.,378.7560874729442,727384,1443517.524757308,727384,,,,,0.5821670793842371
Chicago,62.25587188398059,73.23267635618011,48821.7842374534,1.215897633709179,51.20157335454696,34.13438223636464,3660.4456890336414,1360.6187423043561,6326.686332,8608208,4980471.0096863555,4980471.0096863555,.,600.2782184397379,3797772,2197285.816908533,2197285.816908533,,,,,0.44118032463899576
Cincinnati,63.81626979604995,74.14207195492925,49428.04796995283,1.2806447263853369,49.83136109588608,33.220907397257385,3467.151779445267,796.3910638802463,2040.237609,1624827,2761208.6942667053,1624827,.,428.64958284375984,874547,1486193.1639152134,874547,,,,,0.5382400710967998
Cleveland,60.599390167439914,69.65395403984837,46435.96935989891,1.1762375387586297,51.51968728305928,34.34645818870618,3706.0714772377523,890.6045978114746,1999.397942,1780673,3300644.297445906,1780673,.,435.21001083435146,870158,1612919.407761523,870158,,,,,0.4886680485411976
Columbus,64.04641174171243,74.901794999095,49934.52999939667,1.1959404878863944,53.55317625787779,35.702117505251856,4004.40341216056,1034.7499169004755,1322.092399,1368035,4143556.09796912,1368035,.,567.5314377176145,750329,2272624.8257048037,750329,,,,,0.5484720785652413
Dallas-Fort Worth,65.99143770414402,78.09733145840165,52064.88763893444,1.2625860685913481,52.2668825086672,34.84458833911147,3814.350069608271,1111.5370303722236,4607.936452,5121892,4239791.349172462,4239791.349172462,.,544.773137856633,2510280,2077955.4563041641,2077955.4563041641,,,,,0.4901079522957532
Denver,60.70561775485221,72.57646725599626,48384.31150399751,1.3585032737296159,44.68566173432314,29.790441156215426,2788.070439538634,1372.380626126141,1729.988718,2374203,3826293.8554978156,2374203,.,600.0883064718345,1038146,1673088.4683869223,1038146,,,,,0.43726084079583766
Detroit,62.14790113348605,71.57962292036937,47719.748613579584,1.2059623625482374,51.53386462423714,34.355909749491424,3708.1114534836765,1078.2087468947925,3463.23475,3734090,3998118.2036068626,3734090,.,433.40348210585495,1500978,1607108.4159764284,1500978,,,,,0.4019662086345
Grand Rapids,67.78467421688788,73.48493042683263,48989.953617888415,1.2427824351070944,54.542671590821655,36.36178106054777,4153.748216075797,784.2973750588556,726.682274,569935,3257773.8225236516,569935,.,438.1103150453344,318367,1819799.9395639633,318367,,,,,0.5586022967531385
Virginia Beach,64.71536663352344,75.51148714210532,50340.991428070214,1.3015601427125245,49.72138014202938,33.14758676135292,3451.8642234913145,1078.4020248075806,1334.999348,1439666,3722497.3679738804,1439666,.,444.7919775313628,593797,1535361.5141364639,593797,,,,,0.412454694352718
Hartford,63.83101673639741,74.74296813468234,49828.645423121554,1.2343532827288761,51.712113241422635,34.47474216094842,3733.8075210696907,691.7059567557736,1337.06959,924859,2582696.903703414,924859,.,395.88290987905873,529323,1478150.586369384,529323,,,,,0.5723283224794266
Honolulu,54.71093280537417,67.86037611584707,45240.25074389805,1.4322616900458065,38.19897801191932,25.46598534127955,2037.3743875105856,1820.7093992818395,440.739747,802459,3709466.697196604,802459,.,762.2049118252091,335934,1552896.7653874455,335934,,,,,0.41863073378203747
Houston,66.693022833823,78.91617432556015,52610.782883706765,1.2834405439564254,51.96424808914819,34.64283205943212,3770.306437812211,1149.9995031423985,4299.420988,4944332,4335850.530178629,4335850.530178629,.,506.2465401910998,2176567,1908704.5896026618,1908704.5896026618,,,,,0.4402145729696145
Indianapolis,62.662263546111326,72.3337016692045,48222.46777946967,1.217214506898558,51.48004989340269,34.32003326226846,3700.3710354227564,813.7826434009975,1827.862774,1487483,3011297.7227708166,1487483,.,406.4413426256472,742919,1503983.7718502816,742919,,,,,0.49944705250412946
Inland Empire2,72.10742814017156,84.09990192548348,56066.60128365565,1.35986028467875,53.025615169874634,35.35041011324975,3925.8959567891243,1369.2709398652264,1411.456231,1932666,5375615.246565737,1932666,.,678.2541172543097,957326,2662755.096604271,957326,,,,,0.49533959825443186
Jacksonville,69.12706830003765,78.49714718776768,52331.43145851179,1.3181635459497134,52.441951161858924,34.961300774572614,3839.9453014298947,775.485851329188,1373.615003,1065219,2977823.251136877,1065219,.,626.5511064747741,860640,2405921.9774135104,860640,,,,,0.807946534937886
Kansas City,67.81228876979557,74.59272660637487,49728.48440424991,1.2592053557284943,53.85324042762174,35.90216028508116,4049.4033301605223,865.4747964993128,1755.587807,1519417,3504656.5231143176,1519417,.,528.9493332645366,928617,2141929.1916076024,928617,,,,,0.6111666514195906
Las Vegas,62.45400827588758,72.98090363429576,48653.93575619717,1.3200789561058746,47.31081272602195,31.540541817347965,3125.274524327778,1746.9193703498715,1079.621093,1886011,5459602.604209176,1886011,.,677.9007975532394,731876,2118626.092614622,731876,,,,,0.3880550007396564
Los Angeles2,67.71265423726469,83.33378992309329,55555.85994872886,1.2436425461187828,54.44703902144991,36.298026014299936,4139.195010028841,2702.463769306689,4496.266014,12150996,11186024.54869798,11186024.54869798,.,1079.1963787042962,4852354,4467004.2655740185,4467004.2655740185,,,,,0.39933796373564767
Louisville,69.76239089959542,80.63340522748912,53755.603484992746,1.3143591509138175,53.077114311634396,35.384742874422926,3933.5254185792983,787.6776339629688,1234.70054,972546,3098349.994839738,972546,.,417.10518730314965,515000,1640693.8564782182,515000,,,,,0.5295379344524578
Memphis,66.0117975254536,76.86486532283301,51243.24354855534,1.2669879637731756,52.101361191203445,34.73424079413563,3790.2293830999233,823.0143769923415,1288.022457,1060061,3119413.27439005,1060061,.,395.30832496967867,509166,1498309.2286840891,509166,,,,,0.4803176420979547
Milwaukee,66.57502481511119,73.72364096292551,49149.09397528368,1.175179855107369,56.65092413367538,37.76728275578358,4481.066120364637,974.0478763670035,1413.15025,1376476,4364772.938401301,1376476,.,521.7272544090765,737279,2337894.3238033745,737279,,,,,0.5356279368474279
Minneapolis-St.Paul,72.35417413894163,80.92665935101023,53951.10623400682,1.2488143236567024,57.93829616486022,38.62553077657348,4687.041441466856,1001.6752173390063,2646.45661,2650890,4694893.254558242,2650890,.,594.1457698790686,1572381,2784785.8456954244,1572381,,,,,0.5931521111777555
Nashville,66.5094342428732,79.19224446351299,52794.829642341996,1.2979029443773333,51.24376559202659,34.16251039468439,3666.4808952652324,664.384827305228,1459.375591,969587,2435954.276418709,969587,.,447.40709932841406,652935,1640409.5820936644,652935,,,,,0.6734155882865591
New Orleans,70.11391631549093,78.21449678598356,52142.99785732237,1.3389833968635285,52.3635442229737,34.909029481982465,3828.471537545282,1381.8089483990395,651.105206,899703,5290216.2292711,899703,.,685.1227664734722,446087,2622973.0111679714,446087,,,,,0.49581584144990076
New York,60.63606006157278,75.64626217318956,50430.841448793035,1.222552045843428,49.59793758288669,33.06529172192446,3434.7457119968053,2053.640698283641,8935.98136,18351295,7053733.582411861,7053733.582411861,.,813.9335465220801,7273295,2795654.7587670665,2795654.7587670665,,,,,0.39633687976788556
Oklahoma City,62.746727907823015,70.34379555446684,46895.86370297789,1.2586490530021517,49.85244120126927,33.23496080084618,3470.0858106430687,810.0396797726283,1063.53432,861505,2810907.198836853,861505,.,425.70699552037024,452754,1477239.8046467293,452754,,,,,0.5255384472521925
Orlando,63.67703994300269,76.27854176282709,50852.36117521806,1.3357222696848219,47.672365272481365,31.78157684832091,3173.224178097059,975.7775860793671,1548.012602,1510516,3096361.0285922317,1510516,.,552.8792200362203,855864,1754409.7085863783,855864,,,,,0.5666037301160662
Philadelphia,57.5831982772522,70.0901022214275,46726.734814284995,1.1855169545716866,48.572226702617115,32.38148446841141,3294.150077929201,1060.3784681288619,5131.721516,5441567,3493045.813421137,3493045.813421137,.,471.8866743742453,2421591,1554465.5251636715,1554465.5251636715,,,,,0.4450172165481009
Phoenix,65.52311377460158,75.05827255325492,50038.84836883661,1.2881022315645838,50.86794523678017,33.91196349118678,3612.8983664791617,1222.0875996258867,2969.60218,3629114,4415278.292382806,3629114,.,489.41201949144585,1453359,1768195.8857559124,1453359,,,,,0.40047212625450734
Pittsburgh,59.80744482262588,71.24156349899795,47494.37566599863,1.2817943808930483,46.65915665893074,31.106104439287158,3039.772798100146,739.5753515526226,2344.389921,1733853,2248141.0357950144,1733853,.,439.74681462555225,1030938,1336730.405149941,1030938,,,,,0.5945936593240604
Portland,58.33103065050781,69.29589065244727,46197.260434964846,1.456269971547138,40.055094034890416,26.703396023260275,2240.179743469697,1362.0759506608479,1358.145997,1849898,3051294.9537376617,1849898,.,641.1637643695827,870794,1436322.077187517,870794,,,,,0.470725412968715
Providence,61.333480923569354,68.9471086871926,45964.73912479506,1.2359886141697098,49.623014500639925,33.08200966709328,3438.21983267507,843.6559568888318,1411.660749,1190956,2900674.6429296453,1190956,.,418.3023438303448,590501,1438215.4146119577,590501,,,,,0.49582100430242604
