1.5,Network Speed (congested) [km/h],Network Speed (freeflow) [km/h],90 min Distance [m],Circuity [ ],Average Airline Speed [km/h],Airline Radius [km],Area covered in $A$1$ hrs [km2],Urbanized area density [people/km2],Area [km2],Population,Accessibility,"MinPA,P",.,Employment Density,Employment,Employment Accessibility,"Min EA, E"
Area,S_n,S_f,,C3,S_a,R_a,A_X,D_UA,Area,Pop,A_P,MinA_P,.,D_Emp,Emp,A_E,MinA_E
Atlanta,60.37546801014345,63.99799609075206,90563.20201521518,1.1893214778643948,50.76463272029415,76.14694908044123,18216.078437825723,964.6739130434783,2944,2840000,17572575.66692427,2840000,.,503.32235054347825,1481781,9168559.417010814,1481781
Austin,63.478689145973746,67.92219738619193,95218.0337189606,1.265108159799453,50.176491752322974,75.26473762848445,17796.433526459135,932.8621908127209,707.5,660000,16601619.968145626,660000,.,571.0473498233216,404016,10162606.201591399,404016
Baltimore2,60.37745029626894,64.60387181700777,90566.17544440342,1.2022457558485753,50.22055599077829,75.33083398616743,17827.704370372438,1296.8393613554904,1534.5,1990000,23119668.750108276,1990000,.,776.6783968719452,1191813,13846392.850287836,1191813
Boston,61.541690600746875,67.69585966082157,92312.53590112031,1.1798759561696266,52.159458186212284,78.23918727931843,19230.852360626373,1563.9892556970801,2308.2,3610000,30076846.469916478,3610000,.,927.8732345550646,2141717,17843793.183105294,2141717
Buffalo,73.27659816495958,76.20766209155798,109914.89724743937,1.157614937054179,63.29963083530086,94.94944625295129,28322.706064293074,1440.1622718052738,739.5,1065000,40789292.70922532,1065000,.,718.2177146720758,531122,20341869.222825512,531122
Charlotte,66.90817657705539,71.59174893744927,100362.26486558309,1.2165063980151767,55.000266900545036,82.50040035081756,21382.67252596497,862.4820316243412,626.1,540000,18442170.84175225,540000,.,966.0693180003194,604856,20657143.864183143,604856
Chicago,59.830534500000006,64.61697726000001,89745.80175000001,1.1721614975084573,51.042910577745126,76.56436586661769,18416.33695653594,1830.0112091232515,4103.8,7510000,33702103.061451554,7510000,.,936.0439105219552,3841337,17238500.062285904,3841337
Cincinnati,67.51882116890982,74.2707032858008,101278.23175336473,1.2651549601619831,53.36802470447186,80.05203705670779,20132.35816756372,860.24750980984,1325.2,1140000,17318810.980246484,1140000,.,613.3157259281618,812766,12347491.8641851,812766
Cleveland,70.27014784368207,77.29716262805029,105405.22176552309,1.1515515188480558,61.022148547879276,91.53322282181891,26321.302742419823,1068.6095931997572,1647,1760000,28127196.616064902,1760000,.,754.1584699453551,1242099,19850433.403191812,1242099
Columbus,67.72593293272408,77.20756354330544,101588.89939908612,1.170640075391003,57.85376253252144,86.78064379878217,23658.95771701798,973.9169371991493,893.3,870000,23041859.637082327,870000,.,758.8257024515841,677859,17953025.208888493,677859
Dallas-Fort Worth,66.03146949483623,76.59650461401002,99047.20424225435,1.1935432741418819,55.32390062883197,82.98585094324795,21635.053624437685,869.5652173913044,3737.5,3250000,18813090.108206682,3250000,.,528.8577926421405,1976606,11441866.703514455,1976606
Denver,65.00214079321759,76.05250472806458,97503.21118982638,1.3240785487461841,49.092360007471136,73.6385400112067,17035.708943865746,1329.5186805789297,1188.4,1580000,22649293.277775057,1580000,.,811.9421070346684,964912,13832009.414711699,964912
Detroit,59.74012668400049,69.89594822028057,89610.19002600074,1.1815111634315267,50.56247332483428,75.84370998725142,18071.28397296767,1369.2488100986411,2899.4,3970000,24744084.076940626,3970000,.,717.3484169138442,2079880,12963406.949608883,2079880
Grand Rapids,70.9393812037455,83.70846982041968,106409.07180561825,1.2232412513078061,57.9929602013519,86.98944030202784,23772.94282242563,1190.58976132826,578.2,688399,28303822.3210221,688399,.,583.4226911103424,337335,13869674.27707186,337335
Hampton Roads,64.89864925681238,85.66621701899234,97347.97388521857,1.3692372738659986,47.39766474043836,71.09649711065754,15879.845775469152,770.8418174413869,1718.9,1325000,12240849.17825157,1325000,.,406.65483739600904,698999,6457616.101697109,698999
Hartford,70.55011752171079,84.66014102605294,105825.17628256619,1.209107216071498,58.348934307856254,87.52340146178437,24065.68610004664,1320.2112337974077,624.9,825000,31771789.138323702,825000,.,899.2942870859338,561969,21642134.02457531,561969
Honolulu,61.85177096411715,73.60360744729941,92777.65644617572,1.4777153986356404,41.85634867256866,62.784523008852986,12383.832549810146,2328.0373051224947,359.2,836231,28830024.156348243,836231,.,1218.034521158129,437518,15083935.549910454,437518
Houston,61.86592987183512,73.62045654748378,92798.89480775267,1.2388417245899803,49.93852616024125,74.90778924036188,17628.032092093446,951.0379431344899,3049.3,2900000,16764927.38237333,2900000,.,577.114747647001,1759796,10173397.292341745,1759796
Indianapolis,66.18181659192213,78.0945435784681,99272.72488788319,1.1680289166643287,56.661111422587865,84.9916671338818,22693.556800261304,778.1620553359684,1214.4,945000,17659264.802574877,945000,.,514.6335638998682,624971,11678866.013682565,624971
Inland Empire2,65.10221093956217,72.91447625230963,97653.31640934326,1.295915004423644,50.236482112896184,75.35472316934428,17839.013333848725,1078.3820073850286,1191.6,1285000,19237271.00872408,1285000,.,643.6329305135952,766953,11481776.429536154,766953
Jacksonville,55.540281389808555,57.20648983150281,83310.42208471283,1.317999888069782,42.139822539095654,63.20973380864348,12552.140607573212,547.5701574264202,1314.9,720000,6873177.608527426,720000,.,337.5785230816031,443882,4237333.087817182,443882
Kansas City,63.2199184408059,65.11651599403008,94829.87766120885,1.2317795249177137,51.32405366539046,76.98608049808568,18619.76912346225,587.9073539100907,1973.1,1160000,10946699.195791502,1160000,.,390.9122700319295,771309,7278696.215523059,771309
Las Vegas,58.291697709553844,60.04044864084045,87437.54656433077,1.3262462737318623,43.952393204868024,65.92858980730203,13655.180510069971,1175.4827875734677,595.5,700000,16051429.650795937,700000,.,623.2208228379513,371128,8510192.833486564,371128
Los Angeles2,48.11622779676405,49.559714630666974,72174.34169514607,1.2490194092718765,38.523202633667395,57.78480395050109,10490.040405687792,2243.04205212814,5091.3,11420000,23529601.75848105,11420000,.,1186.7479818513934,6042090,12449034.28098956,6042090
Louisville,62.48721285155351,64.98670136561566,93730.81927733026,1.298155322394187,48.135390098242155,72.20308514736323,16378.019442937619,1106.8597977589507,731.8,810000,18128171.288302094,810000,.,610.6531839300355,446876,10001289.719297884,446876
Memphis,65.30803220505597,67.9203534932582,97962.04830758396,1.2462450438919415,52.40384507456356,78.60576761184535,19411.482238034496,973.6216460998529,883.3,860000,18899439.289833203,860000,.,507.457262538209,448237,9850497.638322052,448237
Milwaukee,64.48552107198695,67.06494191486644,96728.28160798042,1.1687494009015562,55.17480567026923,82.76220850540385,21518.600125215788,927.6018099547512,1326,1230000,19960692.4238427,1230000,.,582.7692307692307,772752,12540378.042202676,772752
Minneapolis-St.Paul,63.564185114523426,66.10675251910436,95346.27767178515,1.2111779645088356,52.481292573961554,78.72193886094233,19468.900989294878,730.0860847771603,2753.1,2010000,14213973.69818848,2010000,.,474.96422214957687,1307624,9247031.414487569,1307624
Nashville,63.73443651931945,66.28381398009223,95601.65477897918,1.250006684562104,50.98727655336225,76.48091483004337,18376.213203327814,451.2058776553266,1252.2,565000,8291455.406388927,565000,.,395.8768567321514,495717,7274717.521573273,495717
New Orleans,62.63669301231881,65.14216073281156,93955.03951847821,1.3135288044033089,47.68581610265677,71.52872415398517,16073.513896903405,1501.072194424589,699.5,1050000,24127504.777338922,1050000,.,735.8484631879915,514726,11827670.499067195,514726
New York,59.42988867805861,62.40138311196155,89144.83301708792,1.2250064344151086,48.513940015697955,72.77091002354693,16636.6348502211,2072.731059077716,7683.1,15925000,34483269.77258802,15925000,.,1112.89362366753,8550473,18514804.844096076,8550473
Oklahoma City,69.71442539828774,72.50300241421925,104571.63809743161,1.242139526018162,56.12447228192335,84.18670842288503,22265.729663789418,411.8665313675163,1675.3,690000,9170508.844991762,690000,.,268.6814301916075,450122,5982388.090326641,450122
Orlando,58.78311324728174,61.72226890964583,88174.66987092262,1.285351971486996,45.73308677410501,68.59963016115752,14784.049954170829,841.4049505919186,1022.1,860000,12439372.821237562,860000,.,545.3947754622835,557448,8063143.605178182,557448
Philadelphia,63.17625705355521,66.96683247676853,94764.38558033282,1.1487822147683098,54.99411136539645,82.49116704809467,21377.886570031325,1518.9201737803867,3015.3,4580000,32471303.184009377,4580000,.,926.9117500746194,2794917,19815414.253524438,2794917
Phoenix,62.02920484038443,65.13066508240365,93043.80726057664,1.2441574943956268,49.8563928761417,74.78458931421255,17570.094557685887,987.2876940710638,1919.4,1895000,17346738.140468247,1895000,.,519.1700531416067,996495,9121866.925216837,996495
Pittsburgh,65.42916793409438,68.70062633079911,98143.75190114157,1.230645564176768,53.166541072987805,79.74981160948171,19980.631227003643,883.2870186581977,2015.2,1780000,17648632.187408935,1780000,.,474.4710202461294,956154,9480230.483438091,956154
Portland,65.14077091573358,68.39780946152027,97711.15637360037,1.4090100947005904,46.23158567900521,69.34737851850781,15108.104134134464,1184.1974325803562,1004.9,1190000,17890978.1267987,1190000,.,720.9991043884963,724532,10892929.549719088,724532
Providence,70.3388720650424,75.26259310959537,105508.3080975636,1.3034961857915537,53.96170148540083,80.94255222810125,20582.7624135305,1415.4601861427093,773.6,1095000,29134080.717187043,1095000,.,704.0692864529473,544668,14491690.845724963,544668
Raleigh,68.77871409522666,74.2810112228448,103168.07114284,1.180490589071513,58.26282287377059,87.39423431065589,23994.706172386424,1097.213078779899,455.7,500000,26327305.433823153,500000,.,877.1143296028089,399701,21046100.618409097,399701
Rochester,70.51493653768364,78.27157955682884,105772.40480652546,1.1903924626591105,59.23671289060977,88.85506933591466,24803.57566441256,1079.136690647482,569.9,615000,26766448.558718592,615000,.,844.8271626601158,481467,20954734.452391163,481467
Sacramento,61.557786724694,68.32914326441035,92336.68008704101,1.4191489046882568,43.37655232747852,65.06482849121778,13299.718577220756,1272.1174973979414,864.7,1100000,16918804.71255098,1100000,.,793.2751243205736,685945,10550335.907773437,685945
Salt Lake City,65.14395936703976,73.61267408475491,97715.93905055962,1.356765851029866,48.01415020697316,72.02122531045974,16295.619835775453,1215.620726333384,658.1,800000,19809293.220818058,800000,.,728.3665096489894,479338,11869183.742350604,479338
San Antonio,68.13115721225047,77.66951922196553,102196.73581837572,1.2568984728722048,54.2057761089966,81.30866416349491,20769.379636027963,1031.2913177611283,1134.5,1170000,21419280.89392042,1170000,.,501.6738651388277,569149,10419454.958541807,569149
San Diego,59.33004339689815,68.22954990643287,88995.06509534724,1.4158043711614672,41.905537661411685,62.85830649211753,12412.956262299685,1283.9160839160838,1787.5,2295000,15937194.19411344,2295000,.,688.3613986013986,1230446,8544599.933494601,1230446
San Francisco1,53.93632527694484,62.02677406848657,80904.48791541727,1.3561774377034035,39.770846924191886,59.65627038628783,11180.521720732879,1623.3049162948894,2263.9,3675000,18149395.87600748,3675000,.,870.3507222050443,1970387,9730975.154269047,1970387
San Jose1,57.58663731743308,66.80049928822237,86379.95597614962,1.3737245874828627,41.92007469484962,62.880112042274426,12421.569866560842,1608.4873374401095,876.6,1410000,19979937.841490746,1410000,.,1079.5836185261237,946363,13410123.344316812,946363
Seattle,57.751551670614234,67.56931545461865,86627.32750592136,1.4000644916749054,41.24920817149338,61.87381225724007,12027.174804849476,1477.6384054639784,1522.7,2250000,17771815.400874313,2250000,.,859.2224338346358,1308338,10334018.407977378,1308338
South Florida,57.26708654428858,59.557770006060125,85900.62981643286,1.2164204597714086,47.07836511977963,70.61754767966946,15666.613752018407,4280.709437267353,913.4,3910000,67064221.33828769,3910000,.,1616.0335012042917,1476085,25317772.67368961,1476085
St. Louis,65.02916552345445,79.98587359384898,97543.74828518167,1.3053275799381137,49.818272840398826,74.72740926059824,17543.236755067857,1039.2364793213148,1886,1960000,18231571.601237006,1960000,.,606.7529162248144,1144336,10644410.061159773,1144336
Tampa Bay,57.77265252370572,71.06036260415804,86658.97878555859,1.242165398130372,46.509629563552025,69.76444434532803,15290.375530473293,1022.1667558091162,1682.7,1720000,15629313.55108698,1720000,.,543.5971949842515,914711,8311805.248621118,914711
Washington2,57.16639723788157,76.03130832638249,85749.59585682236,1.272221950364533,44.93429564039635,67.40144346059452,14272.112735916215,1267.0644976702363,2446.6,3100000,18083687.35442666,3100000,.,905.0723452955122,2214350,12917294.546217637,2214350
,,,,,,,,,,,,,,,,,
